id,name,dob,contract_until,position,jersey_number,market_value,nationality,team_id
1067,"Ciro Immobile
C. Immobile",1990-02-20,2021-06-30,Centre Forward,17.0,"10,000,000 €",Italy,40
1068,"Filip Djordjevic
F. Djordjevic",1987-09-28,2018-06-30,Centre Forward,9.0,"4,300,000 €",Serbia,40
1069,"Mamadou Tounkara
M. Tounkara",1996-01-19,2018-06-30,Centre Forward,71.0,"400,000 €",Spain,40
1070,Zdravko Kuzmanovi?,1987-09-22,2017-06-30,Central Midfield,22.0,"2,000,000 €",Serbia,41
1071,Bakary Koné,1988-04-27,2019-06-30,Centre Back,2.0,"1,500,000 €",Burkina Faso,41
1072,Carlos Kameni,1984-02-18,2020-06-30,Keeper,1.0,"5,000,000 €",Cameroon,41
1073,Weligton,1979-08-26,2017-06-30,Centre Back,3.0,"800,000 €",Brazil,41
1074,Roberto Rosales,1988-11-20,2020-06-30,Right-Back,18.0,"5,000,000 €",Venezuela,41
1075,Miguel Torres,1986-01-28,2018-06-30,Left-Back,23.0,"2,000,000 €",Spain,41
1076,Ignacio Camacho,1990-05-04,2019-06-30,Defensive Midfield,6.0,"10,000,000 €",Spain,41
1077,Recio,1991-01-11,2018-06-30,Central Midfield,14.0,"5,000,000 €",Spain,41
1078,Duda,1980-06-27,2017-06-30,Attacking Midfield,17.0,"500,000 €",Portugal,41
1079,Juanpi Añor,1994-01-24,2018-06-30,Attacking Midfield,10.0,"3,000,000 €",Venezuela,41
1080,Charles,1984-04-04,2017-06-30,Centre Forward,9.0,"2,500,000 €",Brazil,41
1081,Sandro Ramírez,1995-07-09,2019-06-30,Centre Forward,19.0,"5,000,000 €",Spain,41
1082,Chory Castro,1984-09-14,2018-06-30,Left Wing,11.0,"2,500,000 €",Uruguay,41
1083,Diego Llorente,1993-08-16,2017-06-30,Centre Back,5.0,"5,000,000 €",Spain,41
1084,Adnane Tighadouini,1992-10-30,2020-06-30,Left Wing,24.0,"1,000,000 €",Morocco,41
1085,Jony,1991-07-09,2020-06-30,Left Wing,21.0,"3,500,000 €",Spain,41
1086,Keko,1991-12-27,2020-06-30,Right Wing,20.0,"4,000,000 €",Spain,41
1087,Federico Ricca,1994-12-01,2020-06-30,Left-Back,15.0,"2,500,000 €",Uruguay,41
1088,Pablo Fornals,1996-02-22,2019-06-30,Central Midfield,31.0,"3,000,000 €",Spain,41
1089,Juankar,1990-03-30,2017-06-30,Left Wing,7.0,"1,800,000 €",Spain,41
1090,Aarón Escandell,1995-09-27,2017-06-30,Keeper,27.0,,Spain,41
1091,Mikel Villanueva,1993-04-14,2019-06-30,Centre Back,4.0,"600,000 €",Venezuela,41
1092,Michael Santos,1993-03-13,2020-06-30,Centre Forward,8.0,"4,000,000 €",Uruguay,41
1093,Guilherme,1991-04-05,2017-06-30,Defensive Midfield,20.0,"2,000,000 €",Brazil,43
1094,Rubén,1984-06-22,2018-06-30,Keeper,25.0,"1,000,000 €",Spain,43
1095,Germán Lux,1982-07-06,2017-06-30,Keeper,1.0,"1,000,000 €",Argentina,43
1096,Sidnei,1989-08-23,2018-06-30,Centre Back,12.0,"6,000,000 €",Brazil,43
1097,Luisinho,1985-05-05,2018-06-30,Left-Back,16.0,"1,800,000 €",Portugal,43
1098,Laure,1985-03-22,2018-06-30,Right-Back,15.0,"2,000,000 €",Spain,43
1099,Álex Bergantiños,1985-06-07,2018-06-30,Defensive Midfield,4.0,"3,000,000 €",Spain,43
1100,Raúl Albentosa,1988-09-07,2020-06-30,Centre Back,6.0,"3,500,000 €",Spain,43
1101,Pedro Mosquera,1988-04-21,2021-06-30,Central Midfield,5.0,"6,000,000 €",Spain,43
1102,Fayçal Fajr,1988-08-01,2018-06-30,Attacking Midfield,19.0,"4,000,000 €",Morocco,43
1103,Alejandro Arribas,1989-05-01,2018-06-30,Centre Back,14.0,"3,000,000 €",Spain,43
1104,Fernando Navarro,1982-06-25,2017-06-30,Left-Back,3.0,"1,000,000 €",Spain,43
1105,Carles Gil,1992-11-22,2017-06-30,Right Wing,11.0,"3,500,000 €",Spain,43
1106,Florin Andone,1993-04-11,2021-06-30,Centre Forward,10.0,"2,500,000 €",Romania,43
1107,Celso Borges,1988-05-27,2019-06-30,Central Midfield,22.0,"3,500,000 €",Costa Rica,43
1108,Przemyslaw Tyton,1987-01-04,2019-06-30,Keeper,13.0,"1,000,000 €",Poland,43
1109,Emre Çolak,1991-05-20,2019-06-30,Attacking Midfield,8.0,"3,250,000 €",Turkey,43
1110,Bruno Gama,1987-11-15,2018-06-30,Left Wing,21.0,"2,000,000 €",Portugal,43
1111,Borja Valle,1992-07-09,2019-06-30,Left Wing,17.0,"800,000 €",Spain,43
1112,Marlos Moreno,1996-09-20,2017-06-30,Left Wing,9.0,"650,000 €",Colombia,43
1113,Antonio Luna,1991-03-17,2017-06-30,Left-Back,19.0,"700,000 €",Spain,44
1114,Takashi Inui,1988-06-02,2018-06-30,Left Wing,8.0,"3,000,000 €",Japan,44
1115,Mauro dos Santos,1989-07-07,2017-06-30,Centre Back,15.0,"4,000,000 €",Argentina,44
1116,Fran Rico,1987-08-03,2018-06-30,Central Midfield,4.0,"3,000,000 €",Spain,44
1117,Dani García,1990-05-24,2018-06-30,Central Midfield,14.0,"4,000,000 €",Spain,44
1118,Ander Capa,1992-05-14,2018-06-30,Right-Back,7.0,"4,000,000 €",Spain,44
1119,Pedro León,1986-11-24,2018-06-30,Right Wing,21.0,"4,000,000 €",Spain,44
1120,Adrián González,1988-05-25,2018-06-30,Central Midfield,24.0,"3,000,000 €",Spain,44
1121,Yoel Rodríguez,1988-08-28,2017-06-30,Keeper,1.0,"1,000,000 €",Spain,44
1122,Bebé,1990-07-12,2020-06-30,Right Wing,25.0,"3,000,000 €",Portugal,44
1123,Iván Ramis,1984-10-25,2017-06-30,Centre Back,4.0,"1,200,000 €",Spain,44
1124,Alejandro Gálvez,1989-06-06,2019-06-30,Centre Back,3.0,"2,500,000 €",Spain,44
1125,Asier Riesgo,1983-10-06,2018-06-30,Keeper,13.0,"1,000,000 €",Spain,44
1126,David Juncà,1993-11-16,2018-06-30,Left-Back,23.0,"3,000,000 €",Spain,44
1127,Gonzalo Escalante,1993-03-27,2020-06-30,Central Midfield,5.0,"3,500,000 €",Argentina,44
1128,Sergi Enrich,1990-02-26,2018-06-30,Centre Forward,9.0,"4,000,000 €",Spain,44
1129,Jota,1991-06-16,2017-06-30,Right Wing,10.0,"1,200,000 €",Spain,44
1130,Florian Lejeune,1991-05-20,2020-06-30,Centre Back,20.0,"1,500,000 €",France,44
1131,Cristian Rivera,1997-07-09,2019-06-30,Defensive Midfield,6.0,"500,000 €",Spain,44
1132,Rubén Peña,1991-07-18,2019-06-30,Right Wing,11.0,"800,000 €",Spain,44
1133,Kike,1989-11-25,2019-06-30,Centre Forward,17.0,"1,500,000 €",Spain,44
1134,Lucas Digne,1993-07-20,2021-06-30,Left-Back,19.0,"16,000,000 €",France,45
1135,Samuel Umtiti,1993-11-14,2021-06-30,Centre Back,23.0,"25,000,000 €",France,45
1136,Jasper Cillessen,1989-04-22,2021-06-30,Keeper,13.0,"12,000,000 €",Netherlands,45
1137,Marc-André ter Stegen,1992-04-30,2019-06-30,Keeper,1.0,"15,000,000 €",Germany,45
1138,Jordi Masip,1989-01-03,2017-06-30,Keeper,25.0,"1,000,000 €",Spain,45
1139,Gerard Piqué,1987-02-02,2019-06-30,Centre Back,3.0,"40,000,000 €",Spain,45
1140,Javier Mascherano,1984-06-08,2019-06-30,Centre Back,14.0,"15,000,000 €",Argentina,45
1141,Jérémy Mathieu,1983-10-29,2018-06-30,Centre Back,24.0,"10,000,000 €",France,45
1142,Jordi Alba,1989-03-21,2020-06-30,Left-Back,18.0,"35,000,000 €",Spain,45
1143,Sergio Busquets,1988-07-16,2021-06-30,Defensive Midfield,5.0,"60,000,000 €",Spain,45
1144,Andrés Iniesta,1984-05-11,2018-06-30,Central Midfield,8.0,"30,000,000 €",Spain,45
1145,Ivan Rakitic,1988-03-10,2019-06-30,Central Midfield,4.0,"50,000,000 €",Croatia,45
1146,Sergi Roberto,1992-02-07,2019-06-30,Right-Back,20.0,"20,000,000 €",Spain,45
1147,Neymar,1992-02-05,2021-06-30,Left Wing,11.0,"100,000,000 €",Brazil,45
1148,Lionel Messi,1987-06-24,2018-06-30,Right Wing,10.0,"120,000,000 €",Argentina,45
1149,Luis Suárez,1987-01-24,2019-06-30,Centre Forward,9.0,"90,000,000 €",Uruguay,45
1150,Munir El Haddadi,1995-09-01,2019-06-30,Centre Forward,17.0,"10,000,000 €",Spain,45
1151,Aleix Vidal,1989-08-21,2020-06-30,Right-Back,22.0,"7,500,000 €",Spain,45
1152,André Gomes,1993-07-30,2021-06-30,Central Midfield,21.0,"30,000,000 €",Portugal,45
1153,Arda Turan,1987-01-30,2020-06-30,Attacking Midfield,7.0,"28,000,000 €",Turkey,45
1154,Denis Suárez,1994-01-06,2020-06-30,Central Midfield,6.0,"15,000,000 €",Spain,45
1155,Antonio Sanabria,1996-03-04,2021-06-30,Centre Forward,9.0,"7,500,000 €",Paraguay,46
1156,Juan Vargas,1983-10-05,2017-06-30,Left-Back,NaN,"2,500,000 €",Peru,46
1157,Joaquín,1981-07-21,2017-06-30,Right Wing,17.0,"1,000,000 €",Spain,46
1158,Aïssa Mandi,1991-10-22,2021-06-30,Centre Back,23.0,"4,500,000 €",Algeria,46
1159,Didier Digard,1986-07-12,2018-06-30,Defensive Midfield,NaN,"1,500,000 €",France,46
1160,Jonas Martin,1990-04-09,2019-06-30,Central Midfield,8.0,"3,000,000 €",France,46
1161,Francisco Portillo,1990-06-13,2018-06-30,Left Wing,NaN,"1,500,000 €",Spain,46
1162,Matías Nahuel,1996-11-22,2018-06-30,Right Wing,11.0,"4,000,000 €",Spain,46
1163,Manu Herrera,1981-09-19,2017-06-30,Keeper,25.0,"400,000 €",Spain,46
1164,Antonio Adán,1987-05-13,2019-06-30,Keeper,13.0,"6,000,000 €",Spain,46
1165,Daniel Giménez,1983-07-30,2018-06-30,Keeper,1.0,"400,000 €",Spain,46
1166,Germán Pezzella,1991-06-27,2020-06-30,Centre Back,20.0,"3,000,000 €",Argentina,46
1167,Bruno González,1990-05-24,2019-06-30,Centre Back,4.0,"3,000,000 €",Spain,46
1168,Cristiano Piccini,1992-09-26,2019-06-30,Right-Back,12.0,"700,000 €",Italy,46
1169,Dani Ceballos,1996-08-07,2020-06-30,Central Midfield,10.0,"6,000,000 €",Spain,46
1170,Foued Kadir,1983-12-05,2017-06-30,Attacking Midfield,NaN,"800,000 €",Algeria,46
1171,Petros,1989-05-29,2019-06-30,Central Midfield,5.0,"5,000,000 €",Brazil,46
1172,Álvaro Cejudo,1984-01-29,2017-06-30,Right Wing,16.0,"1,500,000 €",Spain,46
1173,Rubén Castro,1981-06-27,2017-06-30,Centre Forward,24.0,"2,000,000 €",Spain,46
1174,Charly Musonda Jr.,1996-10-15,2017-06-30,Left Wing,7.0,"5,000,000 €",Belgium,46
1175,Álex Martínez,1990-08-12,2017-06-30,Left-Back,3.0,"800,000 €",Spain,46
1176,Riza Durmisi,1994-01-08,2021-06-30,Left-Back,14.0,"1,500,000 €",Denmark,46
1177,Rafa Navarro,1994-02-23,2020-06-30,Right-Back,2.0,,Spain,46
1178,Felipe Gutiérrez,1990-10-08,2020-06-30,Central Midfield,6.0,"4,000,000 €",Chile,46
1179,Darko Brasanac,1992-02-12,2020-06-30,Central Midfield,NaN,"2,500,000 €",Serbia,46
1180,Fabián Ruiz,1996-04-03,2019-06-30,Attacking Midfield,21.0,"500,000 €",Spain,46
1181,Roman Zozulya,1989-11-17,2019-06-30,Centre Forward,18.0,"3,000,000 €",Ukraine,46
1182,Alex Alegría,1992-10-14,2017-06-30,Centre Forward,19.0,"700,000 €",Spain,46
1183,Ivan Kelava,1988-02-20,2017-06-30,Keeper,NaN,"500,000 €",Croatia,47
1184,Gabriel Silva,1991-05-13,2017-06-30,Left-Back,12.0,"3,000,000 €",Brazil,47
1185,Gastón Silva,1994-03-05,2017-06-30,Centre Back,3.0,"1,800,000 €",Uruguay,47
1186,Rene Krhin,1990-05-21,2019-06-30,Defensive Midfield,21.0,"2,500,000 €",Slovenia,47
1187,Guillermo Ochoa,1985-07-13,2017-06-30,Keeper,13.0,"3,000,000 €",Mexico,47
1188,David Barral,1983-05-10,2017-06-30,Centre Forward,7.0,"800,000 €",Spain,47
1189,Oier Olazábal,1989-09-14,2018-06-30,Keeper,1.0,"900,000 €",Spain,47
1190,Dimitri Foulquier,1993-03-23,2019-06-30,Right-Back,22.0,"2,500,000 €",France,47
1191,Luís Martins,1992-06-10,2018-06-30,Left-Back,14.0,"300,000 €",Portugal,47
1192,Javi Márquez,1986-05-11,2017-06-30,Central Midfield,8.0,"2,000,000 €",Spain,47
1193,Isaac Cuenca,1991-04-27,2017-06-30,Right Wing,19.0,"2,000,000 €",Spain,47
1194,Sergi Samper,1995-01-20,2017-06-30,Defensive Midfield,NaN,"5,000,000 €",Spain,47
1195,David Lombán,1987-06-05,2018-06-30,Centre Back,3.0,"3,000,000 €",Spain,47
1196,Tito,1985-07-11,2018-06-30,Right-Back,2.0,"2,500,000 €",Spain,47
1197,Matthieu Saunier,1990-02-07,2019-06-30,Centre Back,20.0,"1,000,000 €",France,47
1198,Jeremie Boga,1997-01-03,2017-06-30,Attacking Midfield,10.0,"2,000,000 €",France,47
1199,Ezequiel Ponce,1997-03-29,2017-06-30,Centre Forward,9.0,"4,300,000 €",Argentina,47
1200,Andreas Pereira,1996-01-01,2017-06-30,Attacking Midfield,NaN,"2,000,000 €",Brazil,47
1201,Victorien Angban,1996-09-29,2017-06-30,Defensive Midfield,26.0,"1,000,000 €",Cote d'Ivoire,47
1202,Uche Agbo,1995-12-04,2018-06-30,Central Midfield,5.0,"350,000 €",Nigeria,47
1203,Jon Toral,1995-02-05,2017-06-30,Attacking Midfield,11.0,"1,500,000 €",Spain,47
1204,José Angulo,1995-02-03,2021-06-30,Centre Forward,23.0,"2,000,000 €",Ecuador,47
1205,Daniele Bonera,1981-05-31,2017-06-30,Centre Back,23.0,"500,000 €",Italy,48
1206,Nicola Sansone,1991-09-10,2021-06-30,Left Wing,18.0,"12,000,000 €",Italy,48
1207,Roberto Soriano,1991-02-08,2021-06-30,Central Midfield,20.0,"14,000,000 €",Italy,48
1208,Roberto Soldado,1985-05-27,2018-06-30,Centre Forward,9.0,"16,000,000 €",Spain,48
1209,Andrés Fernández,1986-12-17,2017-06-30,Keeper,13.0,"1,500,000 €",Spain,48
1210,José Ángel,1989-09-05,2017-06-30,Left-Back,3.0,"2,000,000 €",Spain,48
1211,Sergio Asenjo,1989-06-28,2019-06-30,Keeper,1.0,"4,000,000 €",Spain,48
1212,Mateo Musacchio,1990-08-26,2018-06-30,Centre Back,5.0,"15,000,000 €",Argentina,48
1213,Víctor Ruiz,1989-01-25,2019-06-30,Centre Back,6.0,"8,000,000 €",Spain,48
1214,Jaume Costa,1988-03-18,2017-06-30,Left-Back,11.0,"6,000,000 €",Spain,48
1215,Bojan Jokic,1986-05-17,2017-06-30,Left-Back,15.0,"900,000 €",Slovenia,48
1216,Mario Gaspar,1990-11-24,2019-06-30,Right-Back,2.0,"12,000,000 €",Spain,48
1217,Antonio Rukavina,1984-01-26,2018-06-30,Right-Back,22.0,"2,000,000 €",Serbia,48
1218,Bruno Soriano,1984-06-12,2020-06-30,Defensive Midfield,21.0,"8,000,000 €",Spain,48
1219,Manu Trigueros,1991-10-17,2019-06-30,Central Midfield,14.0,"7,000,000 €",Spain,48
1220,Jonathan dos Santos,1990-04-26,2019-06-30,Central Midfield,8.0,"6,000,000 €",Mexico,48
1221,Denis Cheryshev,1990-12-26,2021-06-30,Left Wing,7.0,"7,000,000 €",Russia,48
1222,Mariano Barbosa,1984-07-27,2017-06-30,Keeper,25.0,"800,000 €",Argentina,48
1223,Alfred N'Diaye,1990-03-06,2021-06-30,Defensive Midfield,4.0,"8,000,000 €",Senegal,48
1224,Samu Castillejo,1995-01-18,2020-06-30,Left Wing,19.0,"5,000,000 €",Spain,48
1225,Cédric Bakambu,1991-04-11,2020-06-30,Centre Forward,17.0,"20,000,000 €",Congo DR,48
1226,Rodrigo Hernández,1996-06-22,2018-06-30,Central Midfield,35.0,"500,000 €",Spain,48
1227,Alexandre Pato,1989-09-02,2020-06-20,Centre Forward,10.0,"5,000,000 €",Brazil,48
1228,Santos Borré,1995-09-15,2017-06-30,Centre Forward,24.0,"1,000,000 €",Colombia,48
1229,Adil Rami,1985-12-27,2019-06-30,Centre Back,23.0,"7,000,000 €",France,49
1230,Franco Vázquez,1989-02-22,2021-06-30,Secondary Striker,22.0,"15,000,000 €",Italy,49
1231,Joaquín Correa,1994-08-13,2021-06-30,Attacking Midfield,11.0,"10,000,000 €",Argentina,49
1232,Steven N'Zonzi,1988-12-15,2019-06-30,Defensive Midfield,15.0,"20,000,000 €",France,49
1233,Salvatore Sirigu,1987-01-12,2017-06-30,Keeper,30.0,"8,000,000 €",Italy,49
1234,Wissam Ben Yedder,1990-08-12,2021-06-30,Centre Forward,12.0,"9,000,000 €",France,49
1235,Mariano,1986-06-23,2018-06-30,Right-Back,25.0,"7,000,000 €",Brazil,49
1236,Luciano Vietto,1993-12-05,2017-06-30,Centre Forward,9.0,"14,000,000 €",Argentina,49
1237,Michael Krohn-Dehli,1983-06-06,2017-06-30,Left Wing,7.0,"3,500,000 €",Denmark,49
1238,Sergio Escudero,1989-09-02,2019-06-30,Left-Back,18.0,"2,500,000 €",Spain,49
1239,Pablo Sarabia,1992-05-11,2020-06-30,Attacking Midfield,17.0,"5,000,000 €",Spain,49
1240,Sergio Rico,1993-09-01,2019-06-30,Keeper,1.0,"15,000,000 €",Spain,49
1241,Daniel Carriço,1988-08-04,2018-06-30,Centre Back,6.0,"6,000,000 €",Portugal,49
1242,Nicolás Pareja,1984-01-19,2019-06-30,Centre Back,21.0,"1,500,000 €",Argentina,49
1243,Benoît Trémoulinas,1985-12-28,2017-06-30,Left-Back,2.0,"7,000,000 €",France,49
1244,Timothée Kolodziejczak,1991-10-01,2018-06-30,Centre Back,5.0,"7,000,000 €",France,49
1245,Vicente Iborra,1988-01-16,2020-06-30,Central Midfield,8.0,"9,000,000 €",Spain,49
1246,Vitolo,1989-11-02,2020-06-30,Right Wing,20.0,"15,000,000 €",Spain,49
1247,Hiroshi Kiyotake,1989-11-12,2020-06-30,Attacking Midfield,14.0,"6,000,000 €",Japan,49
1248,Evgen Konoplyanka,1989-09-29,2019-06-30,Left Wing,10.0,"25,000,000 €",Ukraine,49
1249,Matías Kranevitter,1993-05-21,2017-06-30,Defensive Midfield,4.0,"6,000,000 €",Argentina,49
1250,David Soria,1993-04-04,2019-06-30,Keeper,13.0,"2,000,000 €",Spain,49
1251,Juan Muñoz,1995-11-12,2019-06-30,Centre Forward,NaN,"400,000 €",Spain,49
1252,Gabriel Mercado,1987-03-18,2019-06-30,Right-Back,24.0,"4,500,000 €",Argentina,49
1253,Ganso,1989-10-12,2021-06-30,Attacking Midfield,19.0,"10,000,000 €",Brazil,49
1254,Mickael Ciani,1984-04-06,2017-06-30,Centre Back,15.0,"800,000 €",France,50
1255,David López,1989-10-09,2020-06-30,Central Midfield,NaN,"6,500,000 €",Spain,50
1256,Roberto,1986-02-10,2019-06-30,Keeper,1.0,"3,000,000 €",Spain,50
1257,Víctor Álvarez,1993-03-14,2017-06-30,Left Midfield,5.0,"2,500,000 €",Spain,50
1258,Javi López,1986-01-21,2018-06-30,Right-Back,16.0,"3,000,000 €",Spain,50
1259,Anaitz Arbilla,1987-05-15,2018-06-30,Right-Back,23.0,"1,500,000 €",Spain,50
1260,Víctor Sánchez,1987-09-08,2018-06-30,Central Midfield,4.0,"3,500,000 €",Spain,50
1261,Salva Sevilla,1984-03-18,2017-06-30,Attacking Midfield,8.0,"1,200,000 €",Spain,50
1262,Felipe Caicedo,1988-09-05,2019-06-30,Centre Forward,10.0,"5,000,000 €",Ecuador,50
1263,Papakouli Diop,1986-03-19,2018-06-30,Defensive Midfield,20.0,"3,000,000 €",Senegal,50
1264,Hernán Pérez,1989-02-25,2019-06-30,Right Wing,17.0,"3,500,000 €",Paraguay,50
1265,Gerard Moreno,1992-04-07,2020-06-30,Centre Forward,7.0,"3,500,000 €",Spain,50
1266,José Antonio Reyes,1983-09-01,2018-06-30,Right Wing,9.0,"2,000,000 €",Spain,50
1267,Javi Fuego,1984-01-04,2019-06-30,Defensive Midfield,18.0,"4,000,000 €",Spain,50
1268,Pablo Piatti,1989-03-31,2017-06-30,Left Wing,19.0,"6,000,000 €",Argentina,50
1269,Leo Baptistão,1992-08-26,2021-06-30,Centre Forward,11.0,"3,500,000 €",Brazil,50
1270,Rubén Duarte,1995-10-18,2019-06-30,Left-Back,3.0,"2,000,000 €",Spain,50
1271,Óscar Duarte,1989-06-03,2019-06-30,Centre Back,6.0,"2,000,000 €",Costa Rica,50
1272,Martín Demichelis,1980-12-20,2017-06-30,Centre Back,2.0,"2,000,000 €",Argentina,50
1273,Álex Fernández,1992-10-15,2017-06-30,Attacking Midfield,24.0,"400,000 €",Spain,50
1274,José Manuel Jurado,1986-06-29,2019-06-30,Left Wing,14.0,"3,500,000 €",Spain,50
1275,Diego Mariño,1990-05-09,2020-06-30,Keeper,13.0,"1,500,000 €",Spain,51
1276,Moi Gómez,1994-06-23,2020-06-30,Left Wing,23.0,"2,500,000 €",Spain,51
1277,Jean-Sylvain Babin,1986-10-14,2019-06-30,Centre Back,3.0,"3,500,000 €",Martinique,51
1278,Roberto Canella,1988-02-07,2017-06-30,Left-Back,15.0,"1,000,000 €",Spain,51
1279,Lillo Castellano,1989-03-27,2018-06-30,Right-Back,16.0,"1,000,000 €",Spain,51
1280,Douglas,1990-08-06,2017-06-30,Right-Back,2.0,"1,000,000 €",Brazil,51
1281,Víctor Rodríguez,1989-07-23,2020-06-30,Attacking Midfield,7.0,"3,000,000 €",Spain,51
1282,Burgui,1993-10-29,2017-06-30,Left Wing,14.0,"1,000,000 €",Spain,51
1283,Iván Cuéllar,1984-05-25,2018-06-30,Keeper,1.0,"1,500,000 €",Spain,51
1284,Jorge Meré,1997-04-17,2020-06-30,Centre Back,4.0,"5,000,000 €",Spain,51
1285,Alberto Lora,1987-03-25,2018-06-30,Right-Back,11.0,"3,000,000 €",Spain,51
1286,Nacho Cases,1987-12-22,2018-06-30,Central Midfield,10.0,"2,200,000 €",Spain,51
1287,Rachid Aït-Atmane,1993-01-04,2019-06-30,Central Midfield,8.0,"1,500,000 €",Algeria,51
1288,Isma López,1990-01-29,2019-06-30,Left-Back,18.0,"2,500,000 €",Spain,51
1289,Pablo Pérez,1993-08-02,2019-06-30,Attacking Midfield,22.0,"700,000 €",Spain,51
1290,Carlos Castro,1995-06-01,2017-06-30,Centre Forward,9.0,"2,000,000 €",Spain,51
1291,Xavi Torres,1986-11-21,2017-06-30,Defensive Midfield,25.0,"1,500,000 €",Spain,51
1292,Dani Ndi,1995-08-18,2018-06-30,Attacking Midfield,20.0,"700,000 €",Cameroon,51
1293,Óscar Whalley,1994-03-29,2018-06-30,Keeper,NaN,"300,000 €",Spain,51
1294,Fernando Amorebieta,1985-03-29,2019-06-30,Centre Back,5.0,"2,000,000 €",Venezuela,51
1295,Akram Afif,1996-11-18,2017-06-30,Centre Forward,17.0,"600,000 €",Qatar,51
1296,Gorka Iraizoz,1981-03-06,2017-06-30,Keeper,1.0,"1,500,000 €",Spain,52
1297,Iago Herrerín,1988-01-25,2019-06-30,Keeper,13.0,"2,500,000 €",Spain,52
1298,Aymeric Laporte,1994-05-27,2020-06-30,Centre Back,4.0,"25,000,000 €",France,52
1299,Mikel San José,1989-05-30,2020-06-30,Defensive Midfield,6.0,"10,000,000 €",Spain,52
1300,Xabier Etxeita,1987-10-31,2018-06-30,Centre Back,16.0,"4,000,000 €",Spain,52
1301,Mikel Balenziaga,1988-02-29,2019-06-30,Left-Back,24.0,"5,000,000 €",Spain,52
1302,Ander Iturraspe,1989-03-08,2019-06-30,Defensive Midfield,8.0,"5,000,000 €",Spain,52
1303,Mikel Rico,1984-11-04,2018-06-30,Central Midfield,17.0,"3,500,000 €",Spain,52
1304,Beñat Etxebarria,1987-02-19,2018-06-30,Central Midfield,7.0,"6,000,000 €",Spain,52
1305,Óscar de Marcos,1989-04-14,2019-06-30,Right-Back,18.0,"8,000,000 €",Spain,52
1306,Ager Aketxe,1993-12-30,2017-06-30,Attacking Midfield,23.0,"1,000,000 €",Spain,52
1307,Markel Susaeta,1987-12-14,2017-06-30,Right Wing,14.0,"10,000,000 €",Spain,52
1308,Iker Muniain,1992-12-19,2019-06-30,Left Wing,10.0,"14,000,000 €",Spain,52
1309,Aritz Aduriz,1981-02-11,2017-06-30,Centre Forward,20.0,"3,000,000 €",Spain,52
1310,Kike Sola,1986-02-25,2018-06-30,Centre Forward,9.0,"1,200,000 €",Spain,52
1311,Borja Viguera,1987-03-26,2017-06-30,Centre Forward,21.0,"1,500,000 €",Spain,52
1312,Eneko Bóveda,1988-12-14,2018-06-30,Right-Back,2.0,"2,500,000 €",Spain,52
1313,Gorka Elustondo,1987-03-18,2017-06-30,Centre Back,3.0,"2,000,000 €",Spain,52
1314,Raúl García,1986-07-11,2019-06-30,Attacking Midfield,22.0,"12,000,000 €",Spain,52
1315,Iñaki Williams,1994-06-15,2021-06-30,Right Wing,11.0,"20,000,000 €",Spain,52
1316,Javi Eraso,1990-03-22,2018-06-30,Attacking Midfield,5.0,"1,500,000 €",Spain,52
1317,Sabin Merino,1992-01-04,2019-06-30,Left Wing,19.0,"3,000,000 €",Spain,52
1318,Iñigo Lekue,1993-05-04,2019-06-30,Right-Back,15.0,"3,000,000 €",Spain,52
1319,Kepa Arrizabalaga,1994-10-03,2017-06-30,Keeper,26.0,"1,500,000 €",Spain,52
1320,Yeray Álvarez,1995-01-24,2017-06-30,Centre Back,27.0,"1,000,000 €",Spain,52
1321,Enric Saborit,1992-04-27,2017-06-30,Left-Back,25.0,"300,000 €",Spain,52
1322,Mikel Vesga,1993-05-21,2018-06-30,Central Midfield,12.0,"800,000 €",Spain,52
1323,Toño,1986-11-23,2018-06-30,Keeper,25.0,"500,000 €",Spain,53
1324,Raúl Navas,1988-05-11,2018-06-30,Centre Back,22.0,"800,000 €",Spain,53
1325,Gerónimo Rulli,1992-05-20,2022-06-30,Keeper,1.0,"8,000,000 €",Argentina,53
1326,Iñigo Martínez,1991-05-17,2021-06-30,Centre Back,6.0,"15,000,000 €",Spain,53
1327,Mikel González,1985-09-24,2017-06-30,Centre Back,3.0,"2,000,000 €",Spain,53
1328,Yuri Berchiche,1990-02-10,2020-06-30,Left-Back,19.0,"3,000,000 €",Spain,53
1329,Carlos Martínez,1986-04-09,2018-06-30,Right-Back,2.0,"1,500,000 €",Spain,53
1330,Joseba Zaldua,1992-06-24,2020-06-30,Right-Back,20.0,"1,500,000 €",Spain,53
1331,Markel Bergara,1986-05-05,2019-06-30,Defensive Midfield,5.0,"2,500,000 €",Spain,53
1332,Jon Gaztañaga,1991-06-28,2018-06-30,Defensive Midfield,23.0,"700,000 €",Spain,53
1333,Rubén Pardo,1992-10-22,2018-06-30,Central Midfield,14.0,"7,500,000 €",Spain,53
1334,Esteban Granero,1987-07-02,2018-06-30,Central Midfield,8.0,"2,500,000 €",Spain,53
1335,David Zurutuza,1986-07-19,2017-06-30,Central Midfield,17.0,"2,000,000 €",Spain,53
1336,Xabi Prieto,1983-08-29,2017-06-30,Attacking Midfield,10.0,"4,000,000 €",Spain,53
1337,Sergio Canales,1991-02-16,2018-06-30,Attacking Midfield,16.0,"3,000,000 €",Spain,53
1338,Carlos Vela,1989-03-01,2018-06-30,Right Wing,11.0,"15,000,000 €",Mexico,53
